loc_rowid,pl_hostname,pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_bmassj,st_dist,gaia_dist,st_teff,st_mass,pl_facility,,,,rowupdate
3278,Kepler-695,Kepler-695 b,Transit,1,3.04033042,,,620,863.2,5181,0.84,Kepler,,,,10-05-2016
3279,Kepler-696,Kepler-696 b,Transit,1,4.19042557,,,1285,1474.64,5903,1.06,Kepler,,,,10-05-2016
3280,Kepler-697,Kepler-697 b,Transit,1,3.70987065,,,1091,1325.46,5513,0.92,Kepler,,,,10-05-2016
3281,Kepler-698,Kepler-698 b,Transit,1,16.32976218,,,1135,2119.15,5612,0.94,Kepler,,,,10-05-2016
3282,Kepler-699,Kepler-699 b,Transit,1,27.80756293,,,888,2211.43,5330,0.81,Kepler,,,,10-05-2016
3283,Kepler-7,Kepler-7 b,Transit,1,4.8854892,0.06067,0.441,947.46,947.46,5933,1.36,Kepler,,,,15-10-2015
3284,Kepler-700,Kepler-700 b,Transit,1,80.8720639,,,1061,1558.53,5692,0.98,Kepler,,,,10-05-2016
3285,Kepler-701,Kepler-701 b,Transit,1,10.35533177,,,755,791.66,5343,0.88,Kepler,,,,10-05-2016
3286,Kepler-702,Kepler-702 b,Transit,1,10.52629406,,,892,1020.26,5419,0.9,Kepler,,,,10-05-2016
3287,Kepler-703,Kepler-703 b,Transit,1,4.58352176,,,1482,1194.12,6185,1.18,Kepler,,,,10-05-2016
3288,Kepler-704,Kepler-704 b,Transit,1,3.76182115,,,1054,1273.25,5616,0.97,Kepler,,,,10-05-2016
3289,Kepler-705,Kepler-705 b,Transit,1,56.0560538,,,251,279.03,3722,0.53,Kepler,,,,10-05-2016
3290,Kepler-706,Kepler-706 b,Transit,1,41.40831347,,,810,909.51,5394,0.87,Kepler,,,,10-05-2016
3291,Kepler-707,Kepler-707 b,Transit,1,2.23749275,,,626,601.99,5099,0.8,Kepler,,,,10-05-2016
3292,Kepler-708,Kepler-708 b,Transit,1,3.16789194,,,1241,1450.28,5692,0.97,Kepler,,,,10-05-2016
3293,Kepler-709,Kepler-709 b,Transit,1,16.08524954,,,668,677.61,5071,0.8,Kepler,,,,10-05-2016
3294,Kepler-710,Kepler-710 b,Transit,1,4.34728553,,,919,1510.8,5611,0.94,Kepler,,,,10-05-2016
3295,Kepler-711,Kepler-711 b,Transit,1,23.58914398,,,664,635.76,5222,0.84,Kepler,,,,10-05-2016
3296,Kepler-712,Kepler-712 b,Transit,2,21.02247699,,,944,893.35,5148,0.84,Kepler,,,,10-05-2016
3297,Kepler-712,Kepler-712 c,Transit,2,226.89047,,,944,893.35,5148,0.84,Kepler,,,,10-05-2016
3298,Kepler-713,Kepler-713 b,Transit,1,7.411141,,,1003,1124.14,5785,0.98,Kepler,,,,10-05-2016
3299,Kepler-714,Kepler-714 b,Transit,1,8.09888799,,,1460,2219.26,5995,1.09,Kepler,,,,10-05-2016
3300,Kepler-715,Kepler-715 b,Transit,1,10.00652995,,,1214,1379.76,5871,1.04,Kepler,,,,10-05-2016
3301,Kepler-716,Kepler-716 b,Transit,1,10.37168453,,,675,646.75,5099,0.83,Kepler,,,,10-05-2016
3302,Kepler-717,Kepler-717 b,Transit,1,4.40840023,,,1126,3065.41,5485,0.88,Kepler,,,,10-05-2016
3303,Kepler-718,Kepler-718 b,Transit,1,2.0523499,,,1520,1351.13,6191,1.18,Kepler,,,,10-05-2016
3304,Kepler-719,Kepler-719 b,Transit,1,5.00731778,,,1427,2683.68,5777,0.99,Kepler,,,,10-05-2016
3305,Kepler-720,Kepler-720 b,Transit,1,4.70832654,,,880,1097.51,5618,0.95,Kepler,,,,10-05-2016
3306,Kepler-721,Kepler-721 b,Transit,1,5.39202539,,,848,951.02,5075,0.82,Kepler,,,,10-05-2016
3307,Kepler-722,Kepler-722 b,Transit,2,4.09357325,,,1375,1284.53,5863,1.03,Kepler,,,,10-05-2016
3308,Kepler-722,Kepler-722 c,Transit,2,105.144749,,,1375,1284.53,5863,1.03,Kepler,,,,10-05-2016
3309,Kepler-723,Kepler-723 b,Transit,1,4.08227507,,,965,1376.7,5539,0.92,Kepler,,,,10-05-2016
3310,Kepler-724,Kepler-724 b,Transit,1,3.31494634,,,862,874.14,5437,0.9,Kepler,,,,10-05-2016
3311,Kepler-725,Kepler-725 b,Transit,1,39.64317811,,,778,775.25,5363,0.88,Kepler,,,,10-05-2016
3312,Kepler-726,Kepler-726 b,Transit,1,21.80451088,,,838,778.97,5452,0.88,Kepler,,,,10-05-2016
3313,Kepler-727,Kepler-727 b,Transit,1,5.15448442,,,892,851.72,5441,0.89,Kepler,,,,10-05-2016
3314,Kepler-728,Kepler-728 b,Transit,1,5.74347727,,,1236,1859.74,5660,0.95,Kepler,,,,10-05-2016
3315,Kepler-729,Kepler-729 b,Transit,1,3.16635371,,,1271,2036.24,5633,0.94,Kepler,,,,10-05-2016
3316,Kepler-730,Kepler-730 b,Transit,2,6.49168281,0.0694,,2020.2,2052.36,5620,1.05,Kepler,,,,17-01-2019
3317,Kepler-730,Kepler-730 c,Transit,2,2.85188338,0.03997,,2020.2,2052.36,5620,1.05,Kepler,,,,17-01-2019
3318,Kepler-731,Kepler-731 b,Transit,1,3.85560355,,,1311,1302.5,5849,1.03,Kepler,,,,10-05-2016
3319,Kepler-732,Kepler-732 b,Transit,2,9.46781405,,,150,175.71,3631,0.49,Kepler,,,,10-05-2016
3320,Kepler-732,Kepler-732 c,Transit,2,0.89304124,,,150,175.71,3631,0.49,Kepler,,,,10-05-2016
3321,Kepler-733,Kepler-733 b,Transit,1,20.83424726,,,980,941.15,5418,0.9,Kepler,,,,10-05-2016
3322,Kepler-734,Kepler-734 b,Transit,1,6.10485286,,,553,1196.68,5326,0.85,Kepler,,,,10-05-2016
3323,Kepler-735,Kepler-735 b,Transit,1,11.51516988,,,790,709.01,5107,0.85,Kepler,,,,10-05-2016
3324,Kepler-736,Kepler-736 b,Transit,1,3.60147201,,,1007,1034.74,5217,0.86,Kepler,,,,10-05-2016
3325,Kepler-737,Kepler-737 b,Transit,1,28.59915399,,,195,206.33,3813,0.51,Kepler,,,,10-05-2016
3326,Kepler-738,Kepler-738 b,Transit,1,24.58721573,,,992,1149.93,5327,0.86,Kepler,,,,10-05-2016
3327,Kepler-739,Kepler-739 b,Transit,1,12.53248465,,,1128,1426.57,5601,0.93,Kepler,,,,10-05-2016
3328,Kepler-74,Kepler-74 b,Transit,1,7.340711,0.0781,0.63,1218.33,1218.33,6000,1.18,Kepler,,,,29-01-2015
3329,Kepler-740,Kepler-740 b,Transit,1,3.58410122,,,1262,1504.07,5438,0.91,Kepler,,,,10-05-2016
3330,Kepler-741,Kepler-741 b,Transit,1,7.03902374,,,1530,1745.79,6129,1.16,Kepler,,,,10-05-2016
3331,Kepler-742,Kepler-742 b,Transit,1,8.36086824,,,499,496.18,4642,0.76,Kepler,,,,10-05-2016
3332,Kepler-743,Kepler-743 b,Transit,1,3.17926292,,,258,281.23,5486,0.94,Kepler,,,,10-05-2016
3333,Kepler-744,Kepler-744 b,Transit,1,12.06222443,,,486,455.83,5594,0.94,Kepler,,,,10-05-2016
3334,Kepler-745,Kepler-745 b,Transit,1,9.93143556,,,1199,1874.28,5849,1.04,Kepler,,,,10-05-2016
3335,Kepler-746,Kepler-746 b,Transit,1,3.48159251,,,450,777.74,5418,0.91,Kepler,,,,10-05-2016
3336,Kepler-747,Kepler-747 b,Transit,1,35.61760587,,,855,3797.47,5096,0.82,Kepler,,,,10-05-2016
3337,Kepler-748,Kepler-748 b,Transit,1,7.40742793,,,1271,1790.95,5934,1.07,Kepler,,,,10-05-2016
3338,Kepler-749,Kepler-749 b,Transit,1,17.31716585,,,753,735.19,5009,0.79,Kepler,,,,10-05-2016
3339,Kepler-75,Kepler-75 b,Transit,1,8.8849116,0.0818,10.1,855.5,855.5,5200,0.91,Kepler,,,,29-01-2015
3340,Kepler-750,Kepler-750 b,Transit,2,9.42887179,,,1181,1346.13,6160,1.15,Kepler,,,,10-05-2016
3341,Kepler-750,Kepler-750 c,Transit,2,4.08899022,,,1181,1346.13,6160,1.15,Kepler,,,,10-05-2016
3342,Kepler-751,Kepler-751 b,Transit,1,17.44490636,,,748,777.21,5387,0.87,Kepler,,,,10-05-2016
3343,Kepler-752,Kepler-752 b,Transit,1,18.82747265,,,1075,1275.53,5373,0.87,Kepler,,,,10-05-2016
3344,Kepler-753,Kepler-753 b,Transit,1,5.74772501,,,278,276.95,4346,0.68,Kepler,,,,10-05-2016
3345,Kepler-754,Kepler-754 b,Transit,1,14.5596237,,,1192,1861.51,5935,1.06,Kepler,,,,10-05-2016
3346,Kepler-755,Kepler-755 b,Transit,2,1.26909037,,,368,403.67,5043,0.82,Kepler,,,,10-05-2016
3347,Kepler-755,Kepler-755 c,Transit,2,2.85313364,,,368,403.67,5043,0.82,Kepler,,,,10-05-2016
3348,Kepler-756,Kepler-756 b,Transit,1,1.22486632,,,852,1894.4,5282,0.82,Kepler,,,,10-05-2016
3349,Kepler-757,Kepler-757 b,Transit,1,1.02267882,,,1016,1101.05,6014,1.08,Kepler,,,,10-05-2016
3350,Kepler-758,Kepler-758 b,Transit,4,12.1097104,,,1353,1569.46,6228,1.16,Kepler,,,,10-05-2016
3351,Kepler-758,Kepler-758 c,Transit,4,4.75793986,,,1353,1569.46,6228,1.16,Kepler,,,,10-05-2016
3352,Kepler-758,Kepler-758 d,Transit,4,20.4966197,,,1353,1569.46,6228,1.16,Kepler,,,,10-05-2016
3353,Kepler-758,Kepler-758 e,Transit,4,8.1934719,,,1353,1569.46,6228,1.16,Kepler,,,,10-05-2016
3354,Kepler-759,Kepler-759 b,Transit,1,41.805985,,,892,1674.49,5860,1.04,Kepler,,,,10-05-2016
3355,Kepler-76,Kepler-76 b,Orbital Brightness Modulation,1,1.5449298,0.0274,2.01,842.87,842.87,6409,1.2,Kepler,,,,15-10-2015
3356,Kepler-760,Kepler-760 b,Transit,2,8.70419416,,,782,810.61,5322,0.89,Kepler,,,,10-05-2016
3357,Kepler-760,Kepler-760 c,Transit,2,2.46697439,,,782,810.61,5322,0.89,Kepler,,,,10-05-2016
3358,Kepler-761,Kepler-761 b,Transit,1,10.12804789,,,867,850.99,5706,0.95,Kepler,,,,10-05-2016
3359,Kepler-762,Kepler-762 b,Transit,1,3.7705521,,,1465,2009.64,5944,1.06,Kepler,,,,10-05-2016
3360,Kepler-763,Kepler-763 b,Transit,1,1.19655156,,,902,989.19,5166,0.84,Kepler,,,,10-05-2016
3361,Kepler-764,Kepler-764 b,Transit,1,7.33683936,,,1013,1079.76,5557,0.92,Kepler,,,,10-05-2016
3362,Kepler-765,Kepler-765 b,Transit,1,27.6655226,,,1000,1110.74,5901,1.05,Kepler,,,,10-05-2016
3363,Kepler-766,Kepler-766 b,Transit,1,6.10027804,,,1614,2442.15,5992,1.1,Kepler,,,,10-05-2016
3364,Kepler-767,Kepler-767 b,Transit,1,161.5280101,,,1185,2403.57,5694,0.96,Kepler,,,,10-05-2016
3365,Kepler-768,Kepler-768 b,Transit,1,11.3910025,,,795,802.05,5108,0.82,Kepler,,,,10-05-2016
3366,Kepler-769,Kepler-769 b,Transit,2,7.42608998,,,1362,1209.41,6186,1.19,Kepler,,,,10-05-2016
3367,Kepler-769,Kepler-769 c,Transit,2,15.9870174,,,1362,1209.41,6186,1.19,Kepler,,,,10-05-2016
3368,Kepler-77,Kepler-77 b,Transit,1,3.57878087,0.04501,0.43,570,651.39,5520,0.95,Kepler,,,,14-05-2014
3369,Kepler-770,Kepler-770 b,Transit,3,18.92540274,,,761,955.87,5598,0.94,Kepler,,,,10-05-2016
3370,Kepler-770,Kepler-770 c,Transit,3,1.47532231,,,761,955.87,5598,0.94,Kepler,,,,10-05-2016
3371,Kepler-770,Kepler-770 d,Transit,3,4.15244722,,,761,955.87,5598,0.94,Kepler,,,,10-05-2016
3372,Kepler-771,Kepler-771 b,Transit,1,8.73485836,,,1000,1451.79,5906,1.03,Kepler,,,,10-05-2016
3373,Kepler-772,Kepler-772 b,Transit,1,12.99207337,,,689,1167.86,5714,0.98,Kepler,,,,10-05-2016
3374,Kepler-773,Kepler-773 b,Transit,1,3.74910006,,,528,555.79,5850,1.04,Kepler,,,,10-05-2016
3375,Kepler-774,Kepler-774 b,Transit,1,11.0895723,,,1190,942.4,6403,1.57,Kepler,,,,10-05-2016
3376,Kepler-775,Kepler-775 b,Transit,1,0.97486893,,,400,403.32,5468,0.92,Kepler,,,,10-05-2016
3377,Kepler-776,Kepler-776 b,Transit,1,4.89718784,,,727,743.29,5071,0.83,Kepler,,,,10-05-2016
3378,Kepler-777,Kepler-777 b,Transit,1,5.72812599,,,383,448.71,4043,0.58,Kepler,,,,10-05-2016
3379,Kepler-778,Kepler-778 b,Transit,1,3.75574426,,,899,963.68,5102,0.81,Kepler,,,,10-05-2016
3380,Kepler-779,Kepler-779 b,Transit,1,7.09714223,,,224,285.46,3804,0.46,Kepler,,,,10-05-2016
3381,Kepler-78,Kepler-78 b,Transit,1,0.35500744,,0.01,124.82,124.82,5089,0.84,Kepler,,,,06-12-2018
3382,Kepler-780,Kepler-780 b,Transit,1,0.67737516,,,520,1468.01,5769,1.01,Kepler,,,,10-05-2016
3383,Kepler-781,Kepler-781 b,Transit,1,13.2140732,,,1036,1097.3,5162,0.81,Kepler,,,,10-05-2016
3384,Kepler-782,Kepler-782 b,Transit,1,158.6853308,,,412,452.6,5867,0.98,Kepler,,,,10-05-2016
3385,Kepler-783,Kepler-783 b,Transit,1,4.29264638,,,544,523.87,5521,0.93,Kepler,,,,10-05-2016
3386,Kepler-784,Kepler-784 b,Transit,1,31.5922646,,,604,1354.62,5674,1,Kepler,,,,10-05-2016
3387,Kepler-785,Kepler-785 b,Transit,1,1.97376093,,,666,653.58,4739,0.77,Kepler,,,,10-05-2016
3388,Kepler-786,Kepler-786 b,Transit,1,53.5293487,,,512,492.1,4838,0.81,Kepler,,,,10-05-2016
3389,Kepler-787,Kepler-787 b,Transit,1,0.9283105,,,468,510.75,4248,0.65,Kepler,,,,10-05-2016
3390,Kepler-788,Kepler-788 b,Transit,1,8.39846269,,,1649,1869.57,6159,1.16,Kepler,,,,10-05-2016
3391,Kepler-789,Kepler-789 b,Transit,1,8.63847725,,,915,1544.63,5870,1.01,Kepler,,,,10-05-2016
3392,Kepler-79,Kepler-79 b,Transit,4,13.4845,0.117,0.0343,1051.43,1051.43,6174,1.17,Kepler,,,,10-03-2016
3393,Kepler-79,Kepler-79 c,Transit,4,27.4029,0.187,0.019,1051.43,1051.43,6174,1.17,Kepler,,,,10-03-2016
3394,Kepler-79,Kepler-79 d,Transit,4,52.0902,0.287,0.019,1051.43,1051.43,6174,1.17,Kepler,,,,10-03-2016
3395,Kepler-79,Kepler-79 e,Transit,4,81.0659,0.386,0.013,1051.43,1051.43,6174,1.17,Kepler,,,,10-03-2016
3396,Kepler-790,Kepler-790 b,Transit,1,13.73469807,,,727,717.59,5208,0.84,Kepler,,,,10-05-2016
3397,Kepler-791,Kepler-791 b,Transit,1,14.5539759,,,1447,1312.87,6383,1.3,Kepler,,,,10-05-2016
3398,Kepler-792,Kepler-792 b,Transit,1,11.30119217,,,1205,1484.7,5971,1.09,Kepler,,,,10-05-2016
3399,Kepler-793,Kepler-793 b,Transit,1,4.24153639,,,794,1011.72,5745,0.98,Kepler,,,,10-05-2016
3400,Kepler-794,Kepler-794 b,Transit,1,11.13125132,,,763,956.79,5839,1.19,Kepler,,,,10-05-2016
3401,Kepler-795,Kepler-795 b,Transit,1,29.6193421,,,458,499.17,5631,0.94,Kepler,,,,10-05-2016
3402,Kepler-796,Kepler-796 b,Transit,1,6.40087618,,,377,837.24,5475,0.93,Kepler,,,,10-05-2016
3403,Kepler-797,Kepler-797 b,Transit,1,27.07237711,,,752,1366.15,5680,0.96,Kepler,,,,10-05-2016
3404,Kepler-798,Kepler-798 b,Transit,1,13.71933369,,,1085,1000.07,6224,1.19,Kepler,,,,10-05-2016
3405,Kepler-799,Kepler-799 b,Transit,1,133.4605235,,,1029,,5681,0.95,Kepler,,,,10-05-2016
3406,Kepler-8,Kepler-8 b,Transit,1,3.5224991,0.0474,0.59,1052.9,1052.9,6213,1.21,Kepler,,,,15-10-2015
3407,Kepler-80,Kepler-80 b,Transit,6,7.05246,0.0648,0.0218,357,373.41,4540,0.73,Kepler,,,,04-08-2016
3408,Kepler-80,Kepler-80 c,Transit,6,9.52355,0.0792,0.02121,357,373.41,4540,0.73,Kepler,,,,04-08-2016
3409,Kepler-80,Kepler-80 d,Transit,6,3.07222,0.0372,0.02124,357,373.41,4540,0.73,Kepler,,,,04-08-2016
3410,Kepler-80,Kepler-80 e,Transit,6,4.64489,0.0491,0.01299,357,373.41,4540,0.73,Kepler,,,,04-08-2016
3411,Kepler-80,Kepler-80 f,Transit,6,0.9867873,0.0175,,357,373.41,4540,0.73,Kepler,,,,04-08-2016
3412,Kepler-80,Kepler-80 g,Transit,6,14.64558,,,357,373.41,4540,0.73,Kepler,,,,14-12-2017
3413,Kepler-800,Kepler-800 b,Transit,1,14.13176026,,,1049,1049.47,5315,0.85,Kepler,,,,10-05-2016
3414,Kepler-801,Kepler-801 b,Transit,1,11.41928253,,,419,446.05,4435,0.67,Kepler,,,,10-05-2016
3415,Kepler-802,Kepler-802 b,Transit,1,40.0587473,,,828,798.48,5507,0.93,Kepler,,,,10-05-2016
3416,Kepler-803,Kepler-803 b,Transit,1,50.28638192,,,615,651.75,5919,1.05,Kepler,,,,10-05-2016
3417,Kepler-804,Kepler-804 b,Transit,2,14.37457351,,,648,662.03,5817,1.01,Kepler,,,,10-05-2016
3418,Kepler-804,Kepler-804 c,Transit,2,9.65185017,,,648,662.03,5817,1.01,Kepler,,,,10-05-2016
3419,Kepler-805,Kepler-805 b,Transit,1,30.8638931,,,657,650.3,6112,1.19,Kepler,,,,10-05-2016
3420,Kepler-806,Kepler-806 b,Transit,1,8.09219642,,,260,365.69,5770,0.99,Kepler,,,,10-05-2016
3421,Kepler-807,Kepler-807 b,Transit,1,117.9310878,,,1312,1560.1,5965,1.04,Kepler,,,,10-05-2016
3422,Kepler-808,Kepler-808 b,Transit,1,0.63133235,,,321,343.22,4653,0.76,Kepler,,,,10-05-2016
3423,Kepler-809,Kepler-809 b,Transit,1,55.63934,,,933,988.64,5734,0.99,Kepler,,,,10-05-2016
3424,Kepler-81,Kepler-81 b,Transit,3,5.955,,,351.79,351.79,4500,,Kepler,,,,14-05-2014
3425,Kepler-81,Kepler-81 c,Transit,3,12.04,,,351.79,351.79,4500,,Kepler,,,,14-05-2014
3426,Kepler-81,Kepler-81 d,Transit,3,20.837846,0.128,,351.79,351.79,4500,,Kepler,,,,14-05-2014
3427,Kepler-810,Kepler-810 b,Transit,1,4.59725385,,,1554,1518.94,5803,1.03,Kepler,,,,10-05-2016
3428,Kepler-811,Kepler-811 b,Transit,1,23.58447697,,,847,1013.77,5747,1.01,Kepler,,,,10-05-2016
3429,Kepler-812,Kepler-812 b,Transit,1,10.11716531,,,1482,1549.17,6761,1.45,Kepler,,,,10-05-2016
3430,Kepler-813,Kepler-813 b,Transit,1,19.12947337,,,840,1060.16,5743,0.95,Kepler,,,,10-05-2016
3431,Kepler-814,Kepler-814 b,Transit,1,6.1469851,,,1327,2189.12,6162,1.15,Kepler,,,,10-05-2016
3432,Kepler-815,Kepler-815 b,Transit,1,8.57503552,,,1199,1306.79,5028,1.25,Kepler,,,,10-05-2016
3433,Kepler-816,Kepler-816 b,Transit,1,10.50682565,,,1059,1010.6,5286,0.9,Kepler,,,,10-05-2016
3434,Kepler-817,Kepler-817 b,Transit,1,3.99010623,,,1401,1546.57,5861,1.03,Kepler,,,,10-05-2016
3435,Kepler-818,Kepler-818 b,Transit,1,10.03538581,,,967,948.97,5638,0.94,Kepler,,,,10-05-2016
3436,Kepler-819,Kepler-819 b,Transit,1,33.1995648,,,722,677.06,5279,0.86,Kepler,,,,10-05-2016
3437,Kepler-82,Kepler-82 b,Transit,5,26.44,0.1683,0.03823,927.97,927.97,,0.91,Kepler,,,,25-07-2019
3438,Kepler-82,Kepler-82 c,Transit,5,51.54,0.2626,0.04373,927.97,927.97,,0.91,Kepler,,,,25-07-2019
3439,Kepler-82,Kepler-82 d,Transit,5,2.382961,0.034,,927.97,927.97,,0.91,Kepler,,,,14-05-2014
3440,Kepler-82,Kepler-82 e,Transit,5,5.902206,0.063,,927.97,927.97,,0.91,Kepler,,,,14-05-2014
3441,Kepler-82,Kepler-82 f,Transit Timing Variations,5,75.732,0.3395,0.06576,927.97,927.97,,0.91,KOINet,,,,25-07-2019
3442,Kepler-820,Kepler-820 b,Transit,1,127.8338098,,,989,1444.44,6260,1.23,Kepler,,,,10-05-2016
3443,Kepler-821,Kepler-821 b,Transit,1,1.92279873,,,619,625.58,5191,0.84,Kepler,,,,10-05-2016
3444,Kepler-822,Kepler-822 b,Transit,1,3.22296927,,,956,882.11,5928,1.06,Kepler,,,,10-05-2016
3445,Kepler-823,Kepler-823 b,Transit,1,4.16809082,,,896,1447.06,5643,0.98,Kepler,,,,10-05-2016
3446,Kepler-824,Kepler-824 b,Transit,1,4.51436633,,,1352,1243.72,6035,1.15,Kepler,,,,10-05-2016
3447,Kepler-825,Kepler-825 b,Transit,2,3.77360059,,,820,826.92,5976,1.03,Kepler,,,,10-05-2016
3448,Kepler-825,Kepler-825 c,Transit,2,8.1818246,,,820,826.92,5976,1.03,Kepler,,,,10-05-2016
3449,Kepler-826,Kepler-826 b,Transit,1,4.48758907,,,649,797.51,6079,1.05,Kepler,,,,10-05-2016
3450,Kepler-827,Kepler-827 b,Transit,1,51.92927591,,,1352,2166.93,5602,0.93,Kepler,,,,10-05-2016
3451,Kepler-828,Kepler-828 b,Transit,1,0.56785714,,,625,584.98,5039,0.81,Kepler,,,,10-05-2016
3452,Kepler-829,Kepler-829 b,Transit,1,6.88337562,,,954,1107.76,5698,0.98,Kepler,,,,10-05-2016
3453,Kepler-83,Kepler-83 b,Transit,3,9.77,,,405.01,405.01,4648,,Kepler,,,,14-05-2014
3454,Kepler-83,Kepler-83 c,Transit,3,20.09,,,405.01,405.01,4648,,Kepler,,,,14-05-2014
3455,Kepler-83,Kepler-83 d,Transit,3,5.169796,0.051,,405.01,405.01,4648,,Kepler,,,,14-05-2014
3456,Kepler-830,Kepler-830 b,Transit,1,11.29695137,,,1122,1874.66,6037,1.07,Kepler,,,,10-05-2016
3457,Kepler-831,Kepler-831 b,Transit,1,5.62153941,,,577,603.85,5732,0.99,Kepler,,,,10-05-2016
3458,Kepler-832,Kepler-832 b,Transit,1,7.1396941,,,1346,1770.41,5596,0.92,Kepler,,,,10-05-2016
3459,Kepler-833,Kepler-833 b,Transit,1,18.7546998,,,421,473.68,4339,0.64,Kepler,,,,10-05-2016
3460,Kepler-834,Kepler-834 b,Transit,1,13.32388301,,,620,645.25,4554,0.7,Kepler,,,,10-05-2016
3461,Kepler-835,Kepler-835 b,Transit,1,11.41909375,,,2011,2611.24,5954,1.08,Kepler,,,,10-05-2016
3462,Kepler-836,Kepler-836 b,Transit,1,11.36112327,,,1003,1008.31,5895,1.03,Kepler,,,,10-05-2016
3463,Kepler-837,Kepler-837 b,Transit,1,16.56059504,,,846,925.79,5403,0.85,Kepler,,,,10-05-2016
3464,Kepler-838,Kepler-838 b,Transit,1,15.74957994,,,1210,1140.09,5770,0.98,Kepler,,,,10-05-2016
3465,Kepler-839,Kepler-839 b,Transit,1,37.8144514,,,833,970.95,6058,1.22,Kepler,,,,10-05-2016
3466,Kepler-84,Kepler-84 b,Transit,5,8.726,,,1443.27,1443.27,6031,,Kepler,,,,14-05-2014
3467,Kepler-84,Kepler-84 c,Transit,5,12.883,,,1443.27,1443.27,6031,,Kepler,,,,14-05-2014
3468,Kepler-84,Kepler-84 d,Transit,5,4.224537,0.052,,1443.27,1443.27,6031,,Kepler,,,,14-05-2014
3469,Kepler-84,Kepler-84 e,Transit,5,27.434389,0.181,,1443.27,1443.27,6031,,Kepler,,,,14-05-2014
3470,Kepler-84,Kepler-84 f,Transit,5,44.552169,0.25,,1443.27,1443.27,6031,,Kepler,,,,14-05-2014
3471,Kepler-840,Kepler-840 b,Transit,1,2.49577962,,,778,1154.85,5920,1.04,Kepler,,,,10-05-2016
3472,Kepler-841,Kepler-841 b,Transit,1,124.4198398,,,1052,1027.69,5324,0.85,Kepler,,,,10-05-2016
3473,Kepler-842,Kepler-842 b,Transit,1,1.21956827,,,552,540.9,4848,0.78,Kepler,,,,10-05-2016
3474,Kepler-843,Kepler-843 b,Transit,1,2.05387982,,,1247,1204.5,5830,1.02,Kepler,,,,10-05-2016
3475,Kepler-844,Kepler-844 b,Transit,1,2.61302086,,,394,436.97,4128,0.59,Kepler,,,,10-05-2016
3476,Kepler-845,Kepler-845 b,Transit,1,0.92785982,,,471,436.47,4913,0.79,Kepler,,,,10-05-2016
3477,Kepler-846,Kepler-846 b,Transit,1,19.80792185,,,1233,1164.37,5579,0.94,Kepler,,,,10-05-2016
3478,Kepler-847,Kepler-847 b,Transit,1,2.3432319,,,529,520.78,4940,0.83,Kepler,,,,10-05-2016
3479,Kepler-848,Kepler-848 b,Transit,1,6.91134416,,,797,1435.51,5695,1.01,Kepler,,,,10-05-2016
3480,Kepler-849,Kepler-849 b,Transit,1,394.6244904,,,747,841.88,6059,1.23,Kepler,,,,10-05-2016
3481,Kepler-85,Kepler-85 b,Transit,4,8.306,,,782.09,782.09,5436,,Kepler,,,,14-05-2014
3482,Kepler-85,Kepler-85 c,Transit,4,12.513,,,782.09,782.09,5436,,Kepler,,,,14-05-2014
3483,Kepler-85,Kepler-85 d,Transit,4,17.91323,0.13,,782.09,782.09,5436,,Kepler,,,,14-05-2014
3484,Kepler-85,Kepler-85 e,Transit,4,25.216751,0.163,,782.09,782.09,5436,,Kepler,,,,14-05-2014
3485,Kepler-850,Kepler-850 b,Transit,1,7.19303878,,,1535,1744.2,5932,1.06,Kepler,,,,10-05-2016
3486,Kepler-851,Kepler-851 b,Transit,1,8.50699658,,,869,859.76,5455,0.89,Kepler,,,,10-05-2016
3487,Kepler-852,Kepler-852 b,Transit,1,44.9309804,,,854,1697.53,6100,1.19,Kepler,,,,10-05-2016
3488,Kepler-853,Kepler-853 b,Transit,1,7.16892463,,,610,578.1,6350,1.3,Kepler,,,,10-05-2016
3489,Kepler-854,Kepler-854 b,Transit,1,2.14463285,,,741,1455.3,6179,1.17,Kepler,,,,10-05-2016
3490,Kepler-855,Kepler-855 b,Transit,1,7.8866311,,,1043,1573.15,5835,1.03,Kepler,,,,10-05-2016
3491,Kepler-856,Kepler-856 b,Transit,1,8.02768059,,,1175,1405.25,5535,0.96,Kepler,,,,10-05-2016
3492,Kepler-857,Kepler-857 b,Transit,1,85.35129427,,,1039,1011.61,5773,0.99,Kepler,,,,10-05-2016
3493,Kepler-858,Kepler-858 b,Transit,1,76.13602028,,,296,301.12,5653,0.96,Kepler,,,,10-05-2016
3494,Kepler-859,Kepler-859 b,Transit,1,20.38177573,,,915,859.93,5020,0.81,Kepler,,,,10-05-2016
3495,Kepler-860,Kepler-860 b,Transit,1,5.10137945,,,1295,1088.9,5836,1.04,Kepler,,,,10-05-2016
3496,Kepler-861,Kepler-861 b,Transit,1,3.94963138,,,806,871.1,5047,0.82,Kepler,,,,10-05-2016
3497,Kepler-862,Kepler-862 b,Transit,1,3.14866453,,,806,1067.88,5333,0.88,Kepler,,,,10-05-2016
3498,Kepler-863,Kepler-863 b,Transit,1,15.59461874,,,1145,1562.95,5678,0.96,Kepler,,,,10-05-2016
3499,Kepler-864,Kepler-864 b,Transit,1,5.83376092,,,1573,2153.64,5754,1,Kepler,,,,10-05-2016
